ticker,score,price,rsi14,pullback_pct_below_sma50,coil_ratio,rel_strength_pct_vs_spy,atr14,suggested_stop,suggested_target,risk_pct
JPM,0.5,352.489990234375,47.5,-0.04,1.231,7.45,6.27,343.08,371.31,2.67
