ticker,score,price,rsi14,pullback_pct_below_sma50,coil_ratio,rel_strength_pct_vs_spy,atr14,suggested_stop,suggested_target,risk_pct
MSFT,0.5,497.92999267578125,54.5,-5.25,1.036,30.75,10.2,482.64,528.52,3.07
